,species,stage,PC1,PC2,PC3,D,WD,HD,UD,size,stage_ma,order,family,color
192,Buchiceras bilobatum,Coniacian,0.085344049,-0.038354151,0.035795819,39,0.474358974,0.474358974,0.269230769,7034.625,88.05,Ammonitida,Acanthoceratidae,#CCE968
193,Buchiceras bilobatum,Coniacian,0.257024557,-0.086378097,0.154010723,40,0.625,0.625,0.25,10000,88.05,Ammonitida,Acanthoceratidae,#CCE968
194,Buchiceras bilobatum,Coniacian,0.127168273,0.007088436,0.0273813,47,0.468085106,0.5,0.212765957,12149.5,88.05,Ammonitida,Acanthoceratidae,#CCE968
195,Buchiceras bilobatum,Coniacian,0.124106563,-0.010371618,0.036187928,48,0.479166667,0.5,0.229166667,13248,88.05,Ammonitida,Acanthoceratidae,#CCE968
196,Buchiceras bilobatum,Coniacian,0.18652097,-0.027538021,0.019957931,52.5,0.533333333,0.504761905,0.19047619,19293.75,88.05,Ammonitida,Acanthoceratidae,#CCE968
197,Buchiceras bilobatum,Coniacian,0.123968601,-0.020291035,0.035121772,55.5,0.486486486,0.495495495,0.234234234,20791.6875,88.05,Ammonitida,Acanthoceratidae,#CCE968
198,Buchiceras bilobatum,Coniacian,0.063556828,0.015680014,0.015304386,62,0.419354839,0.467741935,0.241935484,24986,88.05,Ammonitida,Acanthoceratidae,#CCE968
199,Heterotissotia peroni,Coniacian,0.100418208,0.109844305,0.004310658,75,0.373333333,0.506666667,0.16,39375,88.05,Ammonoidea,Tissotiidae,#CCE968
200,Heterotissotia peroni,Coniacian,0.065024762,0.202931559,0.045650578,82,0.280487805,0.56097561,0.152439024,38663,88.05,Ammonoidea,Tissotiidae,#CCE968
201,Heterotissotia peroni,Coniacian,0.16422601,0.152814186,0.005164599,73,0.383561644,0.547945205,0.095890411,37303,88.05,Ammonoidea,Tissotiidae,#CCE968
202,Heterotissotia bucheri,Coniacian,0.192910516,-0.079753054,0.029792697,81.5,0.576687117,0.496932515,0.220858896,78046.4375,88.05,Ammonoidea,Tissotiidae,#CCE968
203,Heterotissotia bucheri,Coniacian,0.228904407,-0.064282824,0.034370414,73,0.589041096,0.520547945,0.191780822,57286.75,88.05,Ammonoidea,Tissotiidae,#CCE968
204,Heterotissotia bucheri,Coniacian,0.156389191,-0.054250732,0.023919643,75,0.533333333,0.486666667,0.226666667,56250,88.05,Ammonoidea,Tissotiidae,#CCE968
205,Heterotissotia bucheri,Coniacian,0.210691074,-0.032132306,0.039751954,85,0.552941176,0.529411765,0.188235294,84893.75,88.05,Ammonoidea,Tissotiidae,#CCE968
206,Heterotissotia bucheri,Coniacian,0.131147977,0.020523027,0.026485756,89,0.460674157,0.505617978,0.202247191,81190.25,88.05,Ammonoidea,Tissotiidae,#CCE968
207,Heterotissotia bucheri,Coniacian,0.124605849,0.006834403,0.041812487,90,0.466666667,0.511111111,0.222222222,85050,88.05,Ammonoidea,Tissotiidae,#CCE968
208,Glassoceras normani,Roadian,0.447056939,-0.322831342,-0.025624745,41,0.926829268,0.463414634,0.165853659,15969.5,270.55,Goniatitida,Vidrioceratidae,#FB8069
209,Truyolsoceras bicostatum,Famennian,0.156098224,0.096544745,-0.033368864,25,0.42,0.492,0.112,1640.625,365.55,Goniatitida,Tornoceratidae,#F2EDC5
211,Sirenites homfrayi,Carnian,0.116908799,0.25565493,0.216232818,47,0.276595745,0.744680851,0.180851064,7179.25,232.5,Ceratitida,Trachyceratidae,#C99BCB
212,Mojsvarites agenor,Carnian,-0.010683461,0.006000941,0.088198515,90,0.377777778,0.496666667,0.333333333,68850,232.5,Phylloceratida,Ussuritidae,#C99BCB
213,Beyrichoceras trevallynense,Visean,0.297012913,0.003052603,0.021583044,17.3,0.583815029,0.560693642,0.104046243,755.70725,338.8,Goniatitida,Maxigoniatitidae,#A6B96C
214,Beyrichoceras trevallynense,Visean,0.301838113,0.04124768,0.079174469,13.6,0.558823529,0.625,0.110294118,351.424,338.8,Goniatitida,Maxigoniatitidae,#A6B96C
215,Beyrichoceras trevallynense,Visean,0.239470625,0.032700696,-0.049403405,17.4,0.522988506,0.488505747,0.086206897,688.779,338.8,Goniatitida,Maxigoniatitidae,#A6B96C
216,Beyrichoceras trevallynense,Visean,0.262498247,0.036993734,-0.013624316,17,0.535294118,0.529411765,0.088235294,657.475,338.8,Goniatitida,Maxigoniatitidae,#A6B96C
218,Paraceltites ornatus,Wordian,-0.377541757,-0.043803347,0.019991899,38,0.171052632,0.276315789,0.557894737,2346.5,266.95,Ceratitida,Paraceltitidae,#FB8D76
219,Paraceltites ornatus,Wordian,-0.355626011,-0.042950262,0.035859825,30.8,0.185064935,0.298701299,0.551948052,1351.812,266.95,Ceratitida,Paraceltitidae,#FB8D76
220,Perrinites vidriensis,Kungurian,0.170241576,-0.032946615,0.057756451,63.4,0.52681388,0.528391167,0.223974763,33563.326,275.8,Goniatitida,Perrinitidae,#E38776
221,Perrinites vidriensis,Kungurian,0.165294879,-0.078916107,0.077593348,44.8,0.558035714,0.526785714,0.263392857,12544,275.8,Goniatitida,Perrinitidae,#E38776
222,Paraperrinites subcumminsi,Artinskian,0.166239927,-0.018124939,-0.021750349,39.8,0.512562814,0.464824121,0.175879397,8078.604,284.7,Goniatitida,Perrinitidae,#E37B68
223,Wellerites mohri,Moscovian,0.022229488,0.240235278,0.038915107,29,0.224137931,0.551724138,0.155172414,1366.625,311.1,Goniatitida,Welleritidae,#B3CBB9
224,Eowellerites moorei,Moscovian,-0.213180983,0.078761992,-0.076899185,33,0.187878788,0.303030303,0.333333333,1687.95,311.1,Goniatitida,Welleritidae,#B3CBB9
226,Paraschistoceras strawnense,Kasimovian,0.226235056,-0.47935034,0.07823087,24.5,0.897959184,0.408163265,0.448979592,3301.375,305.35,Goniatitida,Schistoceratidae,#BFD0C5
227,Neodimorphoceras texanum,Gzhelian,0.112661934,0.298150057,0.020550646,54,0.240740741,0.592592593,0.055555556,9477,301.3,Goniatitida,Neodimorphoceratidae,#CCD4C7
228,Roadoceras roadense,Capitanian,0.219825959,-0.049306536,-0.02576273,70,0.571428571,0.471428571,0.157142857,49000,262.5,Goniatitida,Paragastrioceratidae,#FB9A85
229,Neodimorphoceras plummerae,Gzhelian,0.180789221,0.227166224,0.057064651,56,0.339285714,0.625,0.071428571,14896,301.3,Goniatitida,Neodimorphoceratidae,#CCD4C7
230,Schistoceras missouriense,Gzhelian,0.155402428,0.044112909,0.008251033,61,0.459016393,0.508196721,0.163934426,26047,301.3,Goniatitida,Schistoceratidae,#CCD4C7
231,Glaphyrites welleri,Moscovian,0.018817615,-0.261654834,0.040508561,36,0.597222222,0.372222222,0.438888889,6966,311.1,Goniatitida,Glaphyritidae,#B3CBB9
232,Gastrioceras smithwickense,Moscovian,-0.110154836,-0.485279122,0.10314212,26.5,0.679245283,0.294339623,0.679245283,3160.125,311.1,Goniatitida,Gastrioceratidae,#B3CBB9
233,Denckmannia robusta,Toarcian,-0.240434005,-0.037385695,-0.004722832,182.8,0.257111597,0.311816193,0.45404814,392636.12,178.4,Ammonitida,Phymatoceratidae,#99CEE3
234,Harpoceras (Harpoceras) serpentinum,Toarcian,-0.067917035,0.187989654,0.019569327,92.5,0.203243243,0.481081081,0.231351351,40214.375,178.4,Ammonitida,Hildoceratidae,#99CEE3
235,Eleganticeras exaratum,Toarcian,-0.073203473,0.146279903,0.009612687,82.3,0.230862697,0.455650061,0.2527339,32173.1275,178.4,Ammonitida,Hildoceratidae,#99CEE3
236,Dactylioceras temperatum,Toarcian,0.027615246,0.043298266,0.040049985,32,0.375,0.484375,0.2625,3072,178.4,Ammonitida,Dactylioceratidae,#99CEE3
237,Catacoeloceras crassum,Toarcian,-0.21678033,-0.140543556,0.00143962,76,0.35,0.289473684,0.5,38410.4,178.4,Ammonitida,Dactylioceratidae,#99CEE3
238,Peronoceras fibulatum,Toarcian,-0.354413725,-0.115231953,-0.002019367,63,0.23968254,0.241269841,0.571428571,14982.975,178.4,Ammonitida,Dactylioceratidae,#99CEE3
239,Tiltoniceras antiquum,Toarcian,-0.163433761,-0.024974693,0.159592828,35,0.3,0.485714286,0.485714286,3215.625,178.4,Ammonitida,Hildoceratidae,#99CEE3
240,Harpoceras (Harpoceras) falciferum,Toarcian,-0.064397938,0.202721522,0.001234836,180,0.194444444,0.472222222,0.211111111,283500,178.4,Ammonitida,Hildoceratidae,#99CEE3
241,Agathiceras frechi,Gzhelian,0.524162118,-0.010932013,0.08256811,16.5,0.745454545,0.696969697,6.06E-05,837.16875,301.3,Goniatitida,Agathiceratidae,#CCD4C7
242,Agathiceras frechi,Gzhelian,0.460859588,0.048244566,0.069182726,22,0.659090909,0.681818182,4.55E-05,1754.5,301.3,Goniatitida,Agathiceratidae,#CCD4C7
243,Marathonites vidriensis,Gzhelian,0.322974727,-0.219863356,-0.027573423,12.9,0.76744186,0.449612403,0.186046512,411.86475,301.3,Goniatitida,Marathonitidae,#CCD4C7
244,Agathiceras frechi,Gzhelian,0.363667039,-0.025568498,0.055054179,15.7,0.649681529,0.605095541,0.095541401,628.5495,301.3,Goniatitida,Agathiceratidae,#CCD4C7
245,Paracravenoceras barnettense,Serpukhovian,0.385083192,-0.139230105,0.054805551,22.7,0.748898678,0.572687225,0.145374449,2189.9825,327.05,Goniatitida,Glaphyritidae,#BFC26B
246,Paracravenoceras barnettense,Serpukhovian,0.496240098,-0.289291638,0.062144148,12.3,0.93495935,0.569105691,0.162601626,434.95875,327.05,Goniatitida,Glaphyritidae,#BFC26B
247,Euaspidoceras davouxi,Oxfordian,-0.201407306,-0.081727259,-0.005240576,95.2,0.316176471,0.31092437,0.453781513,68199.376,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
248,Euaspidoceras davouxi,Oxfordian,-0.157338059,-0.085715308,0.02247724,113.6,0.348591549,0.350352113,0.44278169,127759.104,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
249,Paraspidoceras colloti,Oxfordian,-0.038126195,-0.123091928,0.024880847,63.2,0.455696203,0.386075949,0.389240506,28758.528,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
250,Paraspidoceras colloti,Oxfordian,-0.066358917,-0.133005419,0.005120097,54.7,0.444241316,0.354661792,0.402193784,18176.94675,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
251,Paraspidoceras colloti,Oxfordian,-0.03046097,-0.11848362,0.036556068,31.7,0.457413249,0.400630915,0.388012618,3642.72625,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
252,Euaspidoceras davouxi,Oxfordian,-0.158716606,-0.079997692,0.020966978,69.6,0.343390805,0.350574713,0.439655172,28943.856,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
253,Protophites vannii,Oxfordian,0.433316366,-0.107544477,0.035535762,12.68,0.757097792,0.586750789,0.086750789,385.87776,160.4,Ammonitida,Oecoptychiidae,#BFE7F1
254,Protophites vannii,Oxfordian,0.397831513,-0.09090981,0.04737905,12.23,0.721177433,0.588716271,0.106295993,329.8082445,160.4,Ammonitida,Oecoptychiidae,#BFE7F1
255,Protophites vannii,Oxfordian,0.37489412,-0.085935522,-0.000564409,16.64,0.701923077,0.540865385,0.092548077,808.517632,160.4,Ammonitida,Oecoptychiidae,#BFE7F1
256,Protophites vannii,Oxfordian,0.359954316,-0.003483651,0.033718444,13.48,0.630563798,0.59347181,0.074183976,386.1346,160.4,Ammonitida,Oecoptychiidae,#BFE7F1
257,Protophites vannii,Oxfordian,0.433135338,-0.089251314,0.030136533,14.1,0.743262411,0.588652482,0.073758865,520.8822,160.4,Ammonitida,Oecoptychiidae,#BFE7F1
258,Protophites vannii,Oxfordian,0.325758438,-0.099743899,0.019169939,13.24,0.679758308,0.533232628,0.141993958,394.4196,160.4,Ammonitida,Oecoptychiidae,#BFE7F1
259,Paraspidoceras colloti,Oxfordian,-0.098161307,-0.058959673,-0.011633831,68,0.367647059,0.354411765,0.372058824,28900,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
260,Paraspidoceras colloti,Oxfordian,-0.068382562,-0.083132355,0.011884286,56.7,0.405643739,0.377425044,0.379188713,18485.6175,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
261,Euaspidoceras davouxi,Oxfordian,-0.137051681,-0.086422165,-0.004151641,44.7,0.362416107,0.33557047,0.416107383,8092.2645,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
262,Mirosphinctes stockari,Oxfordian,-0.180296594,-0.072518521,-0.016370867,19.8,0.323232323,0.313131313,0.429292929,627.264,160.4,Ammonitida,Perisphinctidae,#BFE7F1
263,Paraspidoceras colloti,Oxfordian,-0.141070631,-0.082041733,0.010144543,123.4,0.356564019,0.347649919,0.423824959,167503.16,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
264,Euaspidoceras davouxi,Oxfordian,-0.261045347,-0.065800667,-0.008032104,122.8,0.26465798,0.290716612,0.481270358,122523.7,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
265,Euaspidoceras davouxi,Oxfordian,-0.187827646,-0.098756551,0.004036832,100.3,0.337986042,0.318045862,0.459621137,85259.26275,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
266,Paraspidoceras colloti,Oxfordian,-0.042899054,-0.175917143,-0.002625354,30.7,0.491856678,0.342019544,0.407166124,3557.89975,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
267,Euaspidoceras davouxi,Oxfordian,-0.160347141,-0.072748125,-0.000699652,78.1,0.336747759,0.33418694,0.425096031,40104.93575,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
268,Paraspidoceras colloti,Oxfordian,-0.02307291,-0.089988046,0.026835139,25.4,0.440944882,0.405511811,0.362204724,1806.448,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
269,Paraspidoceras colloti,Oxfordian,0.002739102,-0.177775527,0.038951864,29.4,0.523809524,0.394557823,0.401360544,3327.786,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
270,Paraspidoceras colloti,Oxfordian,-0.027474688,-0.118805353,0.009006009,14.8,0.459459459,0.378378378,0.371621622,372.368,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
271,Euaspidoceras davouxi,Oxfordian,-0.15446257,-0.049910373,0.011227144,48.2,0.323651452,0.354771784,0.414937759,9060.636,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
272,Mirosphinctes stockari,Oxfordian,-0.200946599,-0.041924764,-0.056818551,21.3,0.286384977,0.281690141,0.403755869,691.87725,160.4,Ammonitida,Perisphinctidae,#BFE7F1
273,Mirosphinctes stockari,Oxfordian,-0.192078217,-0.047834052,-0.028207372,19.2,0.296875,0.307291667,0.416666667,525.312,160.4,Ammonitida,Perisphinctidae,#BFE7F1
274,Mirosphinctes stockari,Oxfordian,-0.163553328,-0.076645091,0.006451341,15.7,0.337579618,0.337579618,0.433121019,326.59925,160.4,Ammonitida,Perisphinctidae,#BFE7F1
275,Paraspidoceras colloti,Oxfordian,0.019238658,-0.032753593,0.026762955,12.2,0.426229508,0.442622951,0.303278689,193.492,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
276,Paraspidoceras colloti,Oxfordian,-0.015250204,-0.167384923,0.014027288,12.7,0.503937008,0.37007874,0.393700787,258.064,160.4,Ammonitida,Aspidoceratidae,#BFE7F1
277,Protophites vannii,Oxfordian,0.324902913,-0.022569128,0.023385714,13.58,0.621502209,0.564064801,0.101620029,389.118604,160.4,Ammonitida,Oecoptychiidae,#BFE7F1
278,Protophites vannii,Oxfordian,0.395318744,-0.195901214,-0.007006412,12.06,0.797678275,0.504145937,0.137645108,349.791858,160.4,Ammonitida,Oecoptychiidae,#BFE7F1
279,Linguatornoceras holwilli,Frasnian,0.283070272,0.186156216,0.002073649,9.6,0.4375,0.604166667,0.000104167,96.768,377.45,Goniatitida,Tornoceratidae,#F2EDAD
280,Delphiceras unduloconstrictum,Frasnian,0.022772544,-0.045359624,0.098237616,13,0.438461538,0.5,0.346153846,240.825,377.45,Agoniatitida,Gephuroceratidae,#F2EDAD
281,Delphiceras unduloconstrictum,Frasnian,-0.137716358,-0.221722111,-0.106851518,8,0.4625,0.2,0.4375,59.2,377.45,Agoniatitida,Gephuroceratidae,#F2EDAD
282,Ringsteadia evoluta,Oxfordian,-0.166551497,0.024730078,-0.008880946,124,0.259677419,0.359677419,0.37016129,123776.8,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
283,Ringsteadia marstonensis,Oxfordian,-0.114518185,-0.009516507,0.017558479,145,0.32,0.390344828,0.370344828,243890,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
284,Ringsteadia evoluta,Oxfordian,-0.151699949,-0.003221455,-0.003239401,63,0.29047619,0.36031746,0.379365079,18158.175,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
285,Ringsteadia frequens,Oxfordian,-0.099214312,0.07067219,-0.012058769,90,0.27,0.4,0.3,49207.5,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
286,Microbiplices anglicus,Oxfordian,-0.208355323,-0.066402641,-0.021384103,39,0.3,0.3,0.441025641,4448.925,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
287,Pictonia densicostata,Kimmeridgian,-0.283612168,-0.039009577,-0.009894008,108,0.22962963,0.289814815,0.47962963,72316.8,154.7,Ammonitida,Aulacostephanidae,#CCECF4
288,Prorasenia hardyi,Kimmeridgian,-0.155622152,-0.127273752,0.016100701,26,0.380769231,0.330769231,0.461538462,1673.1,154.7,Ammonitida,Aulacostephanidae,#CCECF4
289,Pictonia densicostata,Kimmeridgian,-0.268995335,-0.039752872,0.007453015,200,0.24,0.31,0.48,480000,154.7,Ammonitida,Aulacostephanidae,#CCECF4
290,Pictonia densicostata,Kimmeridgian,-0.199809038,-0.058675906,-0.005003915,75,0.3,0.32,0.44,31640.625,154.7,Ammonitida,Aulacostephanidae,#CCECF4
291,Pictonia seminudata,Kimmeridgian,-0.237160448,0.001373658,-0.024367863,116,0.230172414,0.310344828,0.419827586,89818.8,154.7,Ammonitida,Aulacostephanidae,#CCECF4
292,Archoceras varicosum,Frasnian,-0.231217468,-0.206947036,-0.010405992,10,0.39,0.25,0.54,97.5,377.45,Agoniatitida,Gephuroceratidae,#F2EDAD
293,Archoceras varicosum,Frasnian,-0.260222431,-0.226393354,0.029135268,8.3,0.385542169,0.265060241,0.590361446,55.112,377.45,Agoniatitida,Gephuroceratidae,#F2EDAD
294,Archoceras angulatum,Frasnian,-0.303932425,-0.097190828,0.003980695,7.7,0.25974026,0.272727273,0.532467532,29.645,377.45,Agoniatitida,Gephuroceratidae,#F2EDAD
295,Nordiceras middletoni,Frasnian,0.105613431,0.156935712,-0.01148093,8.2,0.341463415,0.512195122,0.12195122,47.068,377.45,Agoniatitida,Nordiceratidae,#F2EDAD
296,Pictonia seminudata,Kimmeridgian,-0.159607231,-0.036772666,-0.009158486,107,0.310280374,0.340186916,0.4,95026.7,154.7,Ammonitida,Aulacostephanidae,#CCECF4
297,Ringsteadia pseudocordata,Oxfordian,-0.16004154,0.043358659,-0.019408554,190,0.25,0.36,0.35,428687.5,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
298,Ringsteadia brandesi,Oxfordian,-0.086289584,0.162003819,-0.032709596,138,0.210144928,0.420289855,0.229710145,138069,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
299,Ringsteadia anglica,Oxfordian,-0.247251565,-0.101659584,-0.10650083,172,0.3,0.2,0.440116279,381633.6,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
300,Ringsteadia pseudocordata,Oxfordian,-0.230086331,0.101495822,-0.023123052,290,0.16,0.35,0.36,975560,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
301,Ringsteadia brandesi,Oxfordian,-0.111540957,0.113391788,-0.00101407,167,0.22994012,0.419760479,0.289820359,267734.4,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
302,Prorasenia bowerbanki,Kimmeridgian,-0.207609471,-0.104932222,-0.005449426,34,0.329411765,0.3,0.470588235,3236.8,154.7,Ammonitida,Aulacostephanidae,#CCECF4
303,Ringsteadia marstonensis,Oxfordian,-0.208127739,0.000590623,0.009571451,201,0.250248756,0.350248756,0.419900498,508042.575,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
304,Ringsteadia anglica,Oxfordian,-0.122500519,0.143534702,-0.020081915,129,0.2,0.410077519,0.269767442,107334.45,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
305,Ringsteadia brandesi,Oxfordian,-0.084957475,0.082967428,-0.000272718,145,0.270344828,0.42,0.290344828,206045,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
306,Ringsteadia pseudoyo,Oxfordian,0.00496839,0.216699169,-0.01545712,147,0.229931973,0.49047619,0.150340136,182596.05,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
307,Ringsteadia pseudoyo,Oxfordian,0.018451966,0.187946158,-0.01065007,96,0.260416667,0.489583333,0.160416667,57600,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
308,Ringsteadia brandesi,Oxfordian,-0.089397993,0.119029123,-0.025177726,149,0.240268456,0.410067114,0.259731544,198698.95,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
309,Ringsteadia pseudoyo,Oxfordian,-0.053257174,0.151816169,0.015306566,155,0.24,0.470322581,0.24,223432.5,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
310,Ringsteadia pseudocordata,Oxfordian,-0.177551806,0.0678105,-0.033390615,190,0.22,0.35,0.34,377245,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
311,Ringsteadia sphenoidea,Oxfordian,0.028446794,0.143913711,-0.007735494,162,0.3,0.480246914,0.180246914,318864.6,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
312,Pictonia seminudata,Kimmeridgian,-0.190193549,-0.090280855,-0.00794833,100,0.33,0.31,0.45,82500,154.7,Ammonitida,Aulacostephanidae,#CCECF4
313,Ringsteadia pseudoyo,Oxfordian,-0.049534722,0.140754571,-0.029074215,109,0.250458716,0.430275229,0.220183486,81087.825,160.4,Ammonitida,Aulacostephanidae,#BFE7F1
314,Alkaites dinaricus,Ladinian,-0.075478014,0.156822248,-0.020318234,58.75,0.221276596,0.433191489,0.232340426,11217.57813,239.5,Ceratitida,Ceratitidae,#C983BF
322,Zelandites odiensis,Cenomanian,0.049326439,0.131958655,0.002970116,22.3,0.322869955,0.493273543,0.179372197,895.122,97.2,Ammonitida,Gaudryceratidae,#B3DE53
323,Gaudryceras varicostatum,Santonian,-0.100478453,-0.06607233,-0.011554439,49,0.371428571,0.351020408,0.37755102,10924.55,84.95,Ammonitida,Gaudryceratidae,#D9EF74
324,Anagaudryceras buddha,Albian,-0.133301086,-0.132481868,0.00982027,35.8,0.399441341,0.332402235,0.446927374,4581.863,106.75,Ammonitida,Gaudryceratidae,#CCEA97
325,Anagaudryceras buddha,Albian,-0.120021407,-0.079889364,0.017180582,47.7,0.368972746,0.362683438,0.412997904,10011.276,106.75,Ammonitida,Gaudryceratidae,#CCEA97
326,Anagaudryceras buddha,Albian,-0.114877147,-0.082125534,0.007829196,50,0.374,0.356,0.406,11687.5,106.75,Ammonitida,Gaudryceratidae,#CCEA97
327,Anagaudryceras buddha,Albian,-0.080665431,-0.07594797,0.018082984,51,0.392156863,0.380392157,0.38627451,13005,106.75,Ammonitida,Gaudryceratidae,#CCEA97
328,Anagaudryceras buddha,Albian,-0.078112354,-0.043686983,-0.000216503,102,0.369607843,0.37745098,0.356862745,98057.7,106.75,Ammonitida,Gaudryceratidae,#CCEA97
329,Eogaudryceras (Eogaudryceras) hertleini,Aptian,0.024424961,-0.067723853,0.006707969,39.5,0.455696203,0.415189873,0.308860759,7021.125,119,Ammonitida,Gaudryceratidae,#BFE48A
